,title,answer
28908,"What does ""implements"" do on a class?",['java.util.Collections.sort']
28909,Why is it possible to update atomic variables concurrently without race condition in Java?,['java.util.concurrent.atomic.AtomicInteger.compareAndSet']
28910,Strange behaviour in KeyListener when using Clipboard,['javax.swing.TransferHandler.getCopyAction']
28911,Is StringTokenizer more efficient in splitting strings in JAVA?,['java.lang.String.split']
28912,"FX Task, returning a value always returns null",['java.util.concurrent.ExecutorService.submit']
28913,What does DefaultListModel.contains() does?,['javax.swing.DefaultListModel.contains']
28914,How to get the execution time in small fraction using currentTimeMillis() method,['java.lang.System.nanoTime']
28915,What is the FXMLLoader load method really doing?,['javafx.event.Event.consume']
28916,Adding unknown number of JButton to a JScrollPane,['java.awt.Container.validate']
28917,"java.lang.NumberFormatException: Invalid int: ""null""",['java.lang.Integer.parseInt']
28918,Execute Batch with only one query?,"['java.sql.PreparedStatement.executeQuery', 'java.sql.Statement.executeBatch']"
28919,Comparing Dates in java using equals,"['java.lang.System.currentTimeMillis', 'java.util.Date.Date', 'java.lang.System.nanoTime']"
28920,String comparision with equals and compareTo - which is faster?,"['java.math.BigDecimal.equals', 'java.lang.String.compareTo', 'java.lang.String.equals']"
28921,Checking for absence of super class in annotation processor,['javax.lang.model.util.Types.isSameType']
28922,Callback with java multi thread,['java.util.Collections.synchronizedMap']
28923,"How to tell Java run this Runtime.getRuntime().exec, without waiting what ever command it has to run, simply run it in backend?",['java.lang.Runtime.exec']
28924,List<Map> to Object[],['java.util.List.toArray']
28925,Run a dynamic number of threads with value return in Java,['java.util.concurrent.Future.get']
28926,Format String to Integer in java,"['java.lang.Long.parseLong', 'java.lang.Integer.MAX']"
28927,what is the difference between getType() and getClass() in java?,"['java.lang.reflect.Field.getType', 'java.awt.Window.getType', 'java.lang.Object.getClass', 'java.lang.Character.getType']"
28928,How to obtain the start time and end time of a day?,"['java.time.ZoneOffset.ofHours', 'java.time.LocalDate.atStartOfDay']"
28929,Why doesn't Java autoboxing extend to method invocations of methods of the autoboxed types?,"['java.lang.Integer.valueOf', 'java.lang.String.valueOf', 'java.lang.Integer.toString']"
28930,Non-repeating random numbers inside array JAVA,['java.util.Collections.shuffle']
28931,Javafx: Recovering the text of a label contained within a pane through pane.getChildren().get(index),"['javafx.scene.layout.Pane.getChildren', 'java.util.stream.Stream.of']"
28932,Count properties of objects in list using java 8,"['java.util.stream.Collectors.toSet', 'java.util.stream.Collectors.collectingAndThen', 'java.util.stream.Collectors.groupingBy', 'java.util.stream.Collectors.mapping']"
28933,NoSuchMethodException when using reflection to get defineClass from ClassLoader,['java.lang.ClassLoader.defineClass']
28934,Trying to compare performance of lib to copy an InputStream to an OutputStream,"['java.nio.file.Files.copy', 'java.nio.channels.FileChannel.transferTo']"
28935,Generic variable number of parameter passing in java,['java.util.Arrays.asList']
28936,"In Java, is it a security issue to expose the ID of a thread to arbitrary threads?",['java.lang.Object.equals']
28937,Why String.valueOf(null) is causing null pointer exception?,['java.lang.String.valueOf']
28938,Groovy: Poor multithreading performance and slow calculations comparing to Java?,['java.math.BigDecimal.divide']
28939,Java GUI repaint() problem?,"['javax.swing.JComponent.revalidate', 'java.awt.Container.add']"
28940,In Java how to shutdown executorservice when it may submit additional tasks to itself,['java.util.concurrent.ExecutorService.shutdown']
28941,Indexing text files in java,"['java.io.InputStream.mark', 'java.io.InputStream.skip']"
28942,Why it is possible to directly use Interface's method,['java.lang.Object.clone']
28943,SaxParser is failing to parse url's,['org.xml.sax.ContentHandler.characters']
28944,Difference between paint() and repaint(),"['javax.swing.JComponent.paint', 'java.awt.Component.repaint']"
28945,GC behavior when assigning null to reference variable,['java.lang.System.gc']
28946,How to release resource in canceled CompletableFuture,['java.util.concurrent.CompletableFuture.cancel']
28947,Java 8 stream peek and limit interaction,"['java.util.stream.package-summary.StreamOps', 'java.util.Arrays.asList']"
28948,How to make a Stream from a DirectoryStream,"['java.nio.file.Files.walk', 'java.nio.file.Files.list', 'java.nio.file.Files.newDirectoryStream', 'java.nio.file.Files.find']"
28949,new Thread created when calling SwingUtilities.invokeAndWait()?,['javax.swing.SwingUtilities.invokeAndWait']
28950,java: Patterns for Monitoring worker threads?,"['java.lang.Thread.getState', 'java.lang.Thread.join']"
28951,JLabel changing on it's own,"['javax.swing.Timer.Timer', 'javax.swing.Timer.setRepeats']"
28952,How to convert HTML <table> to a 2D array,['java.lang.String.split']
28953,How to test System.out.println(); by mocking,['java.lang.System.setOut']
28954,What is the value of letting an exception move up the call stack?,['java.lang.Integer.parseInt']
28955,Difference between removeFirstOccurrence and remove,"['java.util.Collection.remove', 'java.util.Deque.remove', 'java.util.LinkedList.removeFirstOccurrence', 'java.util.LinkedList.remove', 'java.util.Deque.removeFirstOccurrence', 'java.util.List.remove']"
28956,TrueZip - How to get Size of a Folder within an Zip Archive,"['java.nio.file.Files.size', 'java.nio.file.Files.walkFileTree', 'java.nio.file.Files.find']"
28957,how to replace substring with particular value dynamically?,['java.text.MessageFormat.format']
28958,Find the String Starts with $ symbol using Regular Expression,"['java.lang.String.replace', 'java.lang.String.format']"
28959,Best practice to pass arguments,['java.lang.String.format']
28960,Why do people run Java GUI's on the Event Queue,['java.awt.EventQueue.invokeLater']
28961,How do I explain Insert performance for HashMap in Java 8 and Java 7,"['java.lang.Math.random', 'java.util.Random.Random', 'java.lang.System.nanoTime']"
28962,Having trouble with equals/not equals using array in Java,['java.lang.Object.equals']
28963,Compare Timestamp with another Timestamp object,"['java.util.Calendar.before', 'java.util.Calendar.add']"
28964,"Why ""null"" String is returned in String.valueOf instead of java null?",['java.lang.String.valueOf']
28965,How to calculate milliseconds with Java as in Ruby?,"['java.util.Calendar.set', 'java.lang.System.currentTimeMillis']"
28966,Use cases for IdentityHashMap,"['java.lang.String.intern', 'java.lang.Integer.valueOf']"
28967,"What is the difference between Array Stack , Linked Stack , and Stack",['index.java']
28968,How to parse dates in multiple formats using SimpleDateFormat,"['java.time.LocalDate.parse', 'java.time.YearMonth.parse']"
28969,What is the best way to add an instantiated objects to an ArrayList,['java.util.Arrays.asList']
28970,Inferred type is not a valid substitute for a Comparable generic type,['java.util.Collections.sort']
28971,get FileChannel without using java.io.* (use pure NIO),"['java.io.FileOutputStream.getChannel', 'java.io.FileInputStream.getChannel', 'java.io.RandomAccessFile.getChannel']"
28972,How to make a regular expression find street/road using Java?,"['java.util.regex.Matcher.find', 'java.util.regex.Matcher.matches']"
28973,Split a string in java using regex,"['java.util.regex.Pattern.compile', 'java.util.regex.Pattern.lt']"
28974,Calculate duration between two hours in Java,"['java.time.LocalTime.MAX', 'java.time.Duration.between', 'java.time.Duration.withNanos']"
28975,Send HTTP Response from we server to client,"['java.nio.file.Files.getAttribute', 'java.io.File.exists']"
28976,Java Date determine if DAY is greater,"['java.util.Locale.setDefault', 'java.time.ZonedDateTime.parse']"
28977,Why is accessing a static method from a non-static method bad?,"['java.lang.Thread.sleep', 'java.util.Calendar.getInstance']"
28978,How to read a double value with a certain precision,['java.lang.Double.valueOf']
28979,Changing the English Country names to German language using Locale,['java.util.Locale.getDisplayCountry']
28980,Date timezone with Spring boot and Jackson,['java.util.Date.from']
28981,JVM won't terminate,['java.rmi.server.UnicastRemoteObject.unexportObject']
28982,Why is java application running smoother when moving mouse over it? Video included,['java.awt.Toolkit.getDefaultToolkit']
28983,String tokenizer and Scanner java,['java.util.StringTokenizer.nextToken']
28984,6 billion cannot be recognized as an integer in java?,"['java.lang.Integer.MAX', 'java.util.Scanner.hasNextInt', 'java.util.Scanner.nextLong']"
28985,How to implement simple threading with a fixed number of worker threads,['java.util.concurrent.Executors.newFixedThreadPool']
28986,How to get how jar is run?,['java.lang.System.console']
28987,How to randomly access nth element in StringTokenizer,['java.lang.String.split']
28988,Wrong number of arguments error when invoking a method,['java.lang.reflect.Method.invoke']
28989,Why code follow synchronization?,['java.io.BufferedWriter.close']
28990,Performance (runtime) of pulling arbitrary element from HashSet,['java.util.HashSet.iterator']
28991,AES256 vs 3DES 256 key detection,['javax.crypto.spec.DESedeKeySpec.isParityAdjusted']
28992,How to convert currentTimeMillis to a date in Java?,['java.time.ZoneId.systemDefault']
28993,Can't get Base64.decodeBase64 to work (Commons codec),['java.lang.String.getBytes']
28994,Reading a file characterwise in java,['java.nio.file.Files.newInputStream']
28995,NullPointerException for my implementation of Cipher,['java.security.Signature.getInstance']
28996,Java reading text lines without line separators,['java.lang.System.getProperty']
28997,using String split() method with non-white space regex,['java.lang.String.split']
28998,How to delete file after REST response,['java.io.File.deleteOnExit']
28999,"How to avoid ""ConcurrentModificationException"" while removing elements from `ArrayList` while iterating it?",['java.util.Iterator.remove']
29000,Checking if a number is an Integer in Java,['java.lang.Integer.parseInt']
29001,More arguments are passed than are actually used in the format string,['java.lang.String.format']
29002,Convert LocalDate.MAX to Date,['java.util.Date.from']
29003,Unable to get each item from selected multiple line Jlist?,['javax.swing.JList.getSelectedValuesList']
29004,Getting list data as string in java,['java.lang.StringBuilder.append']
29005,How do I write native code which responds to `Thread.interrupt()`?,"['java.lang.Object.wait', 'java.lang.Thread.interrupt']"
29006,Java - cannot bring the window to front,['javax.swing.SwingUtilities.invokeLater']
29007,compress string into a2b3... etc,['java.lang.String.concat']
29008,ServerSocket receives no data in a loop,"['java.io.InputStream.available', 'java.io.InputStream.read']"
29009,String list get an item starting without loop,['java.util.Arrays.asList']
29010,How does the List has fast random access in Java?,['java.util.List.get']
29011,Idiom for automatically creating missing values in map using Java,"['java.util.stream.Collectors.groupingBy', 'java.util.Map.computeIfAbsent']"
29012,Split string into key-value pairs,['java.lang.String.split']
29013,"Java - generalizing method - ""Class"" instance used for type parameter",['java.lang.Object.getClass']
29014,"In Java, can I somehow move field to superclass if subclasses have different types for them?","['java.util.PriorityQueue.comparator', 'java.util.Queue.method']"
29015,Reading unicode lines from files conversion UTF-8,['java.nio.file.Files.copy']
29016,Setting defaults when .getIntent().getExtras() is null,['java.lang.String.isEmpty']
29017,Read a file line into seperate variables,['java.lang.Integer.parseInt']
29018,How to return if optional is present and continue if not,['java.util.Optional.orElseGet']
29019,How can I have the ChromeDriver path not be hardcoded?,"['java.lang.ClassLoader.getResource', 'java.lang.System.getProperty', 'java.lang.System.setProperty']"
29020,Confirming file content against hash,['java.util.Arrays.hashCode']
29021,Get compressed X9.62 encoded EC public key in Java,['java.security.KeyFactory.generatePublic']
29022,"In Java, is it possible to increase the JVM's available memory and/or kill other Java programs?","['java.lang.Runtime.freeMemory', 'java.lang.ProcessBuilder.start', 'java.lang.Process.destroy']"
29023,FileChooser diff between GUI choice and typing filename,['java.lang.String.hashCode']
29024,JAVA string encoding conversion issues,['java.lang.String.String']
29025,Which icon sizes to use with a JFrame's setIconImages() method?,"['java.awt.Window.getIconImages', 'java.awt.Window.setIconImages', 'java.awt.Window.setIconImage']"
29026,How to test already handled exception using jUnit?,"['java.lang.System.setErr', 'java.lang.System.setOut']"
29027,Compare two strings meaningfully in Java,['java.lang.Double.parseDouble']
29028,'Open With' Dialog,['java.awt.Desktop.open']
29029,More efficient multi threading possible?,['java.util.concurrent.ConcurrentHashMap.computeIfAbsent']
29030,Regex in java for alphanumeric,['java.util.regex.Pattern.matches']
29031,How can I put each element of this array into a string?,['javax.swing.JOptionPane.showMessageDialog']
29032,Error with calendar class and generating numbers,"['java.lang.System.currentTimeMillis', 'java.time.Instant.now', 'java.util.Calendar.get', 'java.util.Calendar.getInstance']"
29033,Using switch statements inside a for loop,['java.util.Map.get']
29034,How to handle Exception in Java JDBC?,['java.lang.Class.forName']
29035,How can I improve performance of Field.set (perhap using MethodHandles)?,['java.lang.invoke.MethodHandle.asType']
29036,Date format in JAVA,['java.lang.String.toUpperCase']
29037,Detect java applet modal dialog in webbrowser control,['java.awt.Window.getWindows']
29038,Convert Int in Request Body to Long always,['java.lang.Integer.longValue']
29039,Java: How do I move a JLabel to the center of a JPanel?,"['javax.swing.JLabel.setHorizontalAlignment', 'javax.swing.JLabel.setVerticalAlignment']"
29040,Force explicit deletion of a Java object,['java.lang.System.gc']
29041,Java.lang.verifyerror how do I fix or even find out the root cause?,['java.lang.String.isEmpty']
29042,Clear text from a JTextArea,['javax.swing.text.JTextComponent.setText']
29043,Whats wrong with this my timer?,['java.lang.Integer.parseInt']
29044,2-D (concurrent) HashMap: 2-property key type? hashmap of hashmaps? [update],['java.lang.Integer.valueOf']
29045,Does partitioningBy preserve order of elements in the original list?,"['java.util.stream.Collectors.toSet', 'java.util.stream.Collectors.groupingByConcurrent']"
29046,Is there a way to keep main thread in sleep mode until all my threads finish their execution in java?,['java.lang.Thread.join']
29047,Is there any reason why programmers use a char with System.in.read()?,['org.omg.CORBA.portable.InputStream.read']
29048,Java - Unexpected result from splitting,['java.lang.String.split']
29049,How to add an Array into Set properly?,['java.util.Arrays.asList']
29050,Converting an Integer[] to List<integer> automatically in JOOQ,['java.util.Arrays.asList']
29051,Java negative int to hex and back fails,"['java.lang.Integer.toHexString', 'java.lang.Integer.parseUnsignedInt', 'java.lang.Integer.parseInt', 'java.lang.Integer.toString']"
29052,Java UDP socket - Data are left over at the server-side,['java.net.DatagramSocket.receive']
29053,"How can Spring get generic type information during runtime regarding ""Strongly-typed collection""?",['java.lang.reflect.Field.getGenericType']
29054,Getting the declaring class of an instance: possible?,['java.lang.StackTraceElement.getClassName']
29055,How do I obtain the duplicated values of two ArrayLists?,['java.util.List.retainAll']
29056,"How do I convert heapbytebuffer to ""File""?",['javax.sound.sampled.AudioSystem.getAudioInputStream']
29057,Add sound effect when a button is pressed,['java.awt.Toolkit.beep']
29058,Why java creates error to cast a object as callable?,['java.util.concurrent.Callable.call']
29059,Generic static method constrains types too much,['java.util.function.Function.identity']
29060,Get localized week number with JodaTime,['java.time.temporal.WeekFields.of']
29061,Java MulticastSocket causing null pointer exception,"['java.net.DatagramPacket.setAddress', 'java.net.InetAddress.toString']"
29062,"method or function to be blocked for a set about of time, Java, Android",['java.lang.System.currentTimeMillis']
29063,Java's Scanner. How to match whitespace?,['java.util.Scanner.hasNext']
29064,"IntelliJ says, should probably not be passed as parameter x",['java.lang.Integer.compare']
29065,Why is Queue.poll faster than Iteration? (java.util.concurrent.ConcurrentLinkedQueue),['java.lang.System.gc']
29066,java.util.ConcurrentModificationException But I am not removing,"['java.util.Iterator.remove', 'java.util.Collections.synchronizedList', 'java.util.Iterator.next']"
29067,JDK8: unable to parse LocalTime,"['java.time.LocalTime.from', 'java.time.LocalTime.parse', 'java.time.format.DateTimeFormatter.ofPattern', 'java.time.format.DateTimeFormatter.ISO']"
29068,Updating JavaFX GUI from a service thread,['javax.swing.SwingUtilities.invokeLater']
29069,Write Action Listener to close program java,['javax.swing.JFrame.setDefaultCloseOperation']
29070,Random.nextInt(int) is [slightly] biased,['java.util.Random.nextInt']
29071,Thread that create more Threads,"['java.lang.Thread.stop', 'java.util.concurrent.Executors.newFixedThreadPool']"
29072,Can JAXB be configured to prevent entity expansion attacks?,"['java.lang.Integer.valueOf', 'org.xml.sax.helpers.XMLReaderFactory.createXMLReader']"
29073,Immutable collections in Java,['java.util.Collections.unmodifiableList']
29074,"How to split two lines in java ? while i try to split by /n , the string is printing with garbage value :(","['java.lang.Object.toString', 'java.util.Arrays.toString', 'java.lang.String.split']"
29075,How can one explain this seemingly inconsistent Java varargs behavior?,['java.util.Arrays.asList']
29076,Is Collections.shuffle suitable for a poker algorithm?,"['java.lang.System.currentTimeMillis', 'java.util.Collections.shuffle']"
29077,adding value on treeset,['java.lang.Object.toString']
29078,app crashing when ever i remove number digits.(contents in text field) in android,['java.lang.Integer.parseInt']
29079,Error when trying to parse a string as an int,['java.lang.Integer.parseInt']
29080,Invoking a Runtime method from within Codename One,['java.lang.Runtime.exec']
29081,How to check whether a string contains at least one alphabet in java?,['java.lang.String.matches']
29082,Does Java LongAdder's increment() & sum() prevent getting the same value twice?,"['java.util.concurrent.atomic.LongAdder.sum', 'java.util.concurrent.atomic.AtomicLong.get']"
29083,"Should my custom events fire on GUI EDT or a ""home-grown"" EDT",['javax.swing.SwingUtilities.invokeLater']
29084,How to write Exif to a JPEG with TwelveMonkey's ExifWriter class,['javax.imageio.metadata.doc-files.jpeg_metadata.image']
29085,JTable setting a default editor for a custom class,"['java.lang.Object.toString', 'javax.swing.table.AbstractTableModel.getColumnClass']"
29086,Why doesn't Java include the time/space complexity of each function in the javadoc?,['java.lang.String.replaceAll']
29087,Get foreground (font) in a particular JTable cell,['javax.swing.JTable.prepareRenderer']
29088,Showing an Alert Dialog in Java Swing,['javax.swing.JOptionPane.showMessageDialog']
29089,Java swing - when cancel button clicked don't loop,['javax.swing.SwingUtilities.invokeAndWait']
29090,Proper shutdown of JVM when launching from C++,['java.lang.System.exit']
29091,Java Android : Comparator gets OutOfBoundsException,['java.util.Collections.sort']
29092,Cannot read usernames from file,"['java.lang.String.split', 'java.util.regex.Pattern.matches', 'java.lang.String.equals']"
29093,Read String Until Space Then Split - Java,['java.lang.String.split']
29094,Transferring focus from new jFrame to previous jFrame,['javax.swing.JOptionPane.showInputDialog']
29095,Create a JSR 310 Clock based on UTC instead of local time?,['java.util.TimeZone.setDefault']
29096,Java - ImageIcon not working in FOR Loop,['java.awt.Toolkit.getImage']
29097,Setting the -source and -target of the Java Compiler with Maven - doesn't work,['java.lang.String.isEmpty']
29098,how to convert from string to integer,['java.lang.Integer.parseInt']
29099,Why LinkedList is slower then ArrayList when adding to the end of list?,"['java.util.ArrayList.add', 'java.util.LinkedList.add']"
29100,Why Java Optional performance increase with number of chained calls?,"['java.util.Optional.empty', 'java.util.Optional.map', 'java.util.Optional.ofNullable']"
29101,OutputStream class is used for writing into files. How is it possible?,['java.nio.file.Files.newOutputStream']
29102,How to get the key and value from hashmap in the order they have been put int map,['java.util.Map.entrySet']
29103,"Exception in thread ""main"" java.lang.ArrayIndexOutOfBoundsException at java.lang.System.arraycopy(Native Method)",['java.lang.System.arraycopy']
29104,The fastest way to save large data to a file,['java.lang.String.format']
29105,Why is Java's type inference so weak?,['java.util.Collections.emptyList']
29106,Java rounding the results of a division when it shouldn't be,['java.lang.Integer.toString']
29107,Specifying correct comparator when using it in a concrete subclass while compare method is in an abstract class?,['java.util.Collections.sort']
29108,Is list with one String equals (in memory usage) to list with one String and one null object?,['java.util.ArrayList.ArrayList']
29109,How can I make a JButton activate a compareTo function?,['java.util.Collections.max']
29110,Enumerating all controls on JFrame,['java.awt.Component.setName']
29111,What have you used Object.clone() for?,['java.lang.Object.clone']
29112,Should I use HashTable or HashMap as a data cache?,['java.util.Collections.synchronizedMap']
29113,What causes this performance drop?,['java.lang.Object.wait']
29114,What Runtime gc actually does and what is causing this output?,['java.lang.Runtime.gc']
29115,Circle drawn in a JPanel does not get drawn at the position of mouseClick,['javax.swing.SwingUtilities.convertPoint']
29116,I need help making an if statement with many logical operators easier,"['java.util.HashSet.contains', 'java.util.ArrayList.contains', 'java.util.Arrays.binarySearch']"
29117,"Calendar.getInstance().getTime() returning date in ""GMT"" instead of Default TimeZone","['java.util.TimeZone.setDefault', 'java.time.ZoneId.of', 'java.util.Date.toString', 'java.time.ZoneId.systemDefault']"
29118,"Appropriate data structure for int, int & string",['java.util.TreeMap.floorEntry']
29119,How can I test the result of a button click that changes the Activity's view asynchronously?,['java.lang.Thread.sleep']
29120,Disabling compile-time dependency checking when compiling Java classes,['java.lang.Class.forName']
29121,PHP DateTime to Java Date,['java.util.Date.toString']
29122,Sorting ArrayList of TreeSets,['java.util.Collections.sort']
29123,"Difference between toString() method and using (+"""")",['java.lang.String.valueOf']
29124,Convert String to Number with Format,"['java.lang.Double.parseDouble', 'java.text.NumberFormat.parse']"
29125,How does the Java class ArrayList return an Iterator Object?,['java.util.AbstractList.iterator']
29126,How to sort list of object by time in java,"['java.util.Comparator.comparingInt', 'java.util.Collections.sort']"
29127,java string function need help,['java.lang.Integer.parseInt']
29128,How can I print line side by side in Java?,"['java.lang.String.format', 'java.lang.String.split']"
29129,Array with type Class.field [],['java.util.Arrays.stream']
29130,How to make other threads wait for a given task result,['java.util.concurrent.ConcurrentHashMap.computeIfAbsent']
29131,Iterate Map in JXLS and Apache POI template,['java.util.Map.values']
29132,How can I quickly load a large txt file into BigInteger?,['java.math.BigInteger.toByteArray']
29133,"Are there popAt, peekAt in Java Stacks, since it inherits from other classes?",['java.util.Collections.sort']
29134,Writting a Double number for read it later with Scanner.nextDouble(),['java.lang.String.format']
29135,Unmodifiable List of modifiable objects,['java.util.Collections.unmodifiableList']
29136,"State of threads, locks, and conditions","['java.util.concurrent.locks.ReentrantLock.unlock', 'java.util.concurrent.locks.ReentrantLock.lock']"
29137,Java XML: ClassCastException DeferredTextImpl,"['org.w3c.dom.NodeList.item', 'org.w3c.dom.Node.ELEMENT', 'org.w3c.dom.Node.getNodeType']"
29138,Converting array of Objects to array of custom Types,['java.util.Arrays.copyOf']
29139,Where to put META-INF/services/java.sql.Driver in web app,['java.lang.Class.forName']
29140,Is break still necessary after System.exit(0)?,"['java.lang.System.exit', 'java.lang.Runtime.exit', 'java.lang.Runtime.getRuntime']"
29141,How would i get my code to join data together instead of overwriting the .txt file with each new stream,['java.io.FileWriter.FileWriter']
29142,Map Lookup Efficiency of TestForNull,"['java.util.Map.compute', 'java.util.Map.merge']"
29143,how to convert all inbound requests to UTF-8 in Play! framework,['java.lang.String.String']
29144,How do I run a thread in java that lets me know when another thread has died?,['java.lang.Thread.join']
29145,Formatting date & time according to user's locale & preferences with seconds,"['java.util.Locale.getDefault', 'java.time.ZonedDateTime.now']"
29146,How do I create a constant object in Java?,['java.util.Collections.unmodifiableList']
29147,Stop background thread when exception is thrown in main thread,['java.lang.System.exit']
29148,Java object which takes the least memory,['java.util.Collections.newSetFromMap']
29149,Get specific objects from ArrayList when objects were added anonymously?,"['java.util.List.indexOf', 'java.lang.Object.hashCode']"
29150,Kotlin/Java functional and immutable way of collecting a map in a map,['java.util.stream.Collectors.collectingAndThen']
29151,How to get result of any completed callable?,['index.java']
29152,How to de-dupe a List of Objects?,['java.util.HashMap.values']
29153,I have an arrayList where each element is an array of integers of length . How do i use .contains method here?,['java.util.Arrays.asList']
29154,Jsoup: Sorting group of elements,['java.util.Collections.sort']
29155,Testing Google App Engine ThreadManager outside of GAE,['java.util.concurrent.Executors.defaultThreadFactory']
29156,wrapped Longs to this list,['java.lang.Long.valueOf']
29157,Java logging do not execute info when level is severe,['java.util.logging.Logger.info']
29158,Why isn't my Socket closing on server side?,['java.net.Socket.setSoTimeout']
29159,Is an object that creates other objects bad program design in Java?,['java.lang.System.gc']
29160,Sorting and comparing XML from Java,['java.util.Collections.sort']
29161,TreeSet and equals function,['java.util.Collections.binarySearch']
29162,How do sets differentiate between objects?,['java.lang.Object.hashCode']
29163,HashMap or TreeMap for Map specifically sized 1,['java.util.Collections.singletonMap']
29164,How to stop column from being resized by width in JTable?,"['javax.swing.JTable.setAutoCreateColumnsFromModel', 'javax.swing.table.AbstractTableModel.fireTableStructureChanged', 'javax.swing.JTable.setModel']"
29165,Will using a parallel stream on a single-core processor be slower than using a sequential stream?,"['java.util.Collections.max', 'java.lang.System.setProperty']"
29166,Does a Java Lock object enforce a happens-before relationship?,['java.util.concurrent.package-summary.MemoryVisibility']
29167,RMI cllient reconnect gives java.rmi.NoSuchObjectException: no such object in table,['java.rmi.Naming.lookup']
29168,Java convert String[] to int[],['java.lang.Integer.parseInt']
29169,java.lang.ClassNotFoundException error using enum as a key in Map,['java.lang.Class.forName']
29170,List<String> minus List<String>,['java.util.List.removeAll']
29171,Optimize memory in android app whit onDestroy(),['java.lang.System.gc']
29172,"How to split a string by "" | "" in split method of String class in Java",['java.lang.String.split']
29173,"How to parse ""Thu Aug 04 00:00:00 IST 2011"" to ""04-08-2011""?",['java.text.SimpleDateFormat.parse']
29174,Rotate JLabel or ImageIcon on Java Swing,['javax.imageio.ImageIO.read']
29175,Initialize ArrayList<Long>,['java.util.Arrays.asList']
29176,Convert Double to String value preserving every digit,['java.lang.String.format']
29177,Java TimerTask won't out put text in selenium,['java.lang.Thread.sleep']
29178,How array of primitive types work in Java?,['java.lang.Integer.toString']
29179,Converting a string to an integer on Android,['java.lang.Integer.parseInt']
29180,Resetting FileInputStream in Java so I can run multiple instances of another program in a test program,['java.lang.System.setIn']
29181,JavaFX: How to slide image,['javafx.scene.control.ScrollPane.pannableProperty']
29182,Why does a java.lang.Thread not call the run() method of its explicit java.lang.Runnable when started?,"['java.lang.Runnable.run', 'java.lang.Thread.run']"
29183,Getting a java collection of objects in Alphabetical order,['java.util.Collections.sort']
29184,"why isn't the input text file being read into the ArrayList<String>, diary?",['java.util.Scanner.hasNextLine']
29185,Java equivalent for Python's toordinal()?,['java.time.LocalDate.toEpochDay']
29186,ConcurrentModificationException on synchronized method,['java.util.Collections.synchronizedMap']
29187,Associate file type with Java Swing application,['java.awt.Desktop.getDesktop']
29188,\t not consistent with spacing in Java,['java.lang.String.format']
29189,Separating a String with index of,['java.lang.String.split']
29190,Changing the icon of a JButton,['javax.imageio.ImageIO.read']
29191,Why string inputs after integer input gets skipped in Java?,"['java.util.Scanner.nextInt', 'java.util.Scanner.nextLine', 'java.util.Scanner.next', 'java.lang.Integer.parseInt']"
29192,How to sort an arraylist of numbers depending on size?,"['java.util.Collections.reverse', 'java.util.Collections.sort']"
29193,Simplest way to print an `IntStream` as a `String`,"['java.util.stream.Collectors.joining', 'java.util.stream.Stream.collect']"
29194,Is += more efficient than concat?,['java.lang.StringBuilder.append']
29195,Accessing an enum value before it's defined,['java.time.DayOfWeek.plus']
29196,JOptionPane.showInputDialog issue,['java.lang.String.matches']
29197,Is there a way to programmatically force the OS to switch language inputs in Java?,"['java.awt.im.InputContext.selectInputMethod', 'index.java']"
29198,"Exception in thread ""Thread-***"" java.lang.NullPointerException",['java.io.BufferedReader.readLine']
29199,Limiting a JScrollPane's scroll range,['javax.swing.JComponent.setBorder']
29200,Sorting a map in android,['java.util.Collections.sort']
29201,Getting java.lang.StringIndexOutOfBoundsException while parsing content between RSS tags,['java.lang.String.indexOf']
29202,Future.get() not returning all the results,['java.util.concurrent.Future.get']
29203,Sort objects in ArrayList by date?,"['java.util.List.sort', 'java.util.Collections.sort']"
29204,Shorthand for loop to iterate through each character of a String array?,"['java.lang.String.toCharArray', 'java.util.Arrays.stream']"
29205,Slicing byte arrays in Java,['java.util.Arrays.copyOfRange']
29206,How to check whether a (String) location is a valid saving path in Java?,['java.io.File.createNewFile']
29207,"Java, MySQL specific query returns nothing",['java.sql.ResultSetMetaData.getColumnCount']
29208,Java look at elements in queue,['java.util.Queue.peek']
29209,Hashcode and Equals for Hashset,['java.util.HashMap.put']
29210,Converting regex code from php to java not working,['java.lang.String.matches']
29211,How can I parse string using square brackets as a delimiter in Java?,"['java.util.regex.Matcher.group', 'java.util.regex.Pattern.matcher', 'java.util.regex.Matcher.matches', 'java.util.regex.Pattern.compile', 'java.time.ZonedDateTime.parse', 'java.lang.String.split']"
29212,How to convert minutes to Hours and minutes (hh:mm) in java,['java.time.Duration.ofMinutes']
29213,Where to find source code for java.lang native methods?,['java.lang.Object.hashCode']
29214,Java. How to test date created with LocalDateTime.now(),"['java.time.Clock.fixed', 'java.time.Clock.system']"
29215,Using java scanner to check two conditions while taking user input,['java.lang.Integer.parseInt']
29216,How to calculate an array index from a hash,['java.lang.Math.floorMod']
29217,Getting java.util.LinkedList$ListItr.checkForComodification exception while using iterators?,['java.util.Collections.synchronizedList']
29218,JavaFX - Why is the score not incrementing?,['javafx.scene.Node.pickOnBoundsProperty']
29219,Calculating difference between two java.sql.Timestamp shows negative value,['java.sql.Timestamp.toString']
29220,What is the correct cast to Collections.sort()?,['java.util.Collections.sort']
29221,Count all values Firebase Java API,['java.util.Collections.max']
